Year,Make,Model,Kilometres,Body Type, Engine, Transmission, Drivetrain, Exterior Colour, Interior Colour, Passengers, Doors, Fuel Type, City, Highway,Price
2023,GMC,Sierra,35 km,Crew Cab,355HP 5.3L 8 Cylinder Engine,Automatic,4WD,Summit White,null,5,4,Gas,14.8L/100km,11.8L/100km,74678
2023,GMC,Sierra,10 km,Crew Cab,Gas V8 6.2L/376,Automatic,4x4,Onyx Black,Black,5,4,Gas,16.7L/100km,14.0L/100km,94528
2023,GMC,Sierra,35 km,Crew Cab,355HP 5.3L 8 Cylinder Engine,Automatic,4WD,Onyx Black,null,5,4,Gas,14.8L/100km,11.8L/100km,76053
2023,GMC,Sierra,35 km,Crew Cab,355HP 5.3L 8 Cylinder Engine,Automatic,4WD,Summit White,null,5,4,Gas,14.8L/100km,11.8L/100km,79683
2020,GMC,Savana,63047 km,null,null,null,null,White,null,null,null,Gas,null,null,79800
2023,GMC,Sierra,35 km,Crew Cab,420HP 6.2L 8 Cylinder Engine,Automatic,4WD,Summit White,null,5,4,Gas,16.7L/100km,14.0L/100km,101043
2023,GMC,SIERRA,35 km,Crew Cab,445HP 6.6L 8 Cylinder Engine,Automatic,4WD,null,null,5,4,Diesel,null,null,106013
2023,GMC,SIERRA,35 km,Crew Cab,445HP 6.6L 8 Cylinder Engine,Automatic,4WD,null,null,5,4,Diesel,null,null,106013
2023,GMC,Yukon,90 km,SUV,8 Cylinder Engine,Automatic,4x4,Onyx Black,null,7,4,Gas,15.8L/100km,11.8L/100km,107995
2010,GMC,Acadia,274000 km,SUV,3.6L,Automatic,null,null,null,null,null,null,null,null,5900
2011,GMC,Terrain,95541 km,SUV,2.4,Automatic,FWD,Summit White,Black,null,4,Gas,9.2L/100km,6.1L/100km,13980
2019,GMC,Savana,59322 km,Minivan,8 Cylinder Engine,8 Speed Automatic,RWD,Summit White,Black,2,3,Flexible,null,null,41495
2015,GMC,Sierra,150652 km,Regular Cab,8 Cylinder Engine,Automatic,4WD,null,null,5,null,Gas,14.9L/100km,10.7L/100km,19998
2015,GMC,Yukon,199880 km,SUV,8 Cylinder Engine,6 Speed Automatic,4WD,Onyx Black,null,null,null,Gas,null,null,24590
2020,GMC,Sierra,86242 km,Regular Cab,8 Cylinder Engine,Automatic,4WD,Summit White,Grey,5,null,Gas,14.3L/100km,10.6L/100km,35880
2021,GMC,Sierra,29500 km,Crew Cab,5.3L ECOTEC3 V8,null,4x4,Onyx Black,null,null,null,Gas,14.3L - 15.3L/100km,10.7L - 11.0L/100km,64900
2020,GMC,Yukon,34295 km,SUV,8 Cylinder Engine,Automatic,4WD,null,null,null,null,Gas,17.2L/100km,11.4L/100km,71999
2017,GMC,Sierra,22000 km,Regular Cab,8 Cylinder Engine,Automatic,4WD,Quicksilver Metallic,null,null,null,Gas,null,null,31995
2012,GMC,Acadia,192218 km,SUV,3.6L V6 288HP 270FT. LBS.,Automatic,FWD,Quicksilver Metallic,Black,null,4,Gas,12.7L/100km,8.4L/100km,8990
2012,GMC,Canyon,150000 km,Truck,4 Cylinder Engine,5 Speed Manual,RWD,Summit White,Dark Grey,3,2,Gas,11.3L/100km,7.8L - 8.1L/100km,10888
2017,GMC,Terrain,165490 km,SUV,4 Cylinder Engine,6 Speed Automatic,FWD,Black,Black,5,4,Gas,null,null,14888
2020,GMC,Savana,57735 km,Minivan,8 Cylinder Engine,8 Speed Automatic,RWD,Summit White,Black,2,3,Flexible,null,null,43495
2016,GMC,Sierra,200000 km,Truck,V6 Cylinder Engine,6 Speed Automatic,RWD,Summit White,Grey,3,2,Flexible,13.5L/100km,10.0L/100km,14888
2013,GMC,Sierra,225189 km,Truck,4.8,Automatic,4x4,Onyx Black,null,6,null,Other,15.9L/100km,11.2L/100km,16995
2010,GMC,Sierra,100000 km,Truck,8 Cylinder Engine,6 Speed Automatic,4x4,Summit White,Black,3,2,Gas,null,null,18888
2017,GMC,Terrain,114269 km,SUV,2.4L 4cyl,6 Speed Automatic,AWD,White,null,null,2,Gas,11.5L/100km,8.3L/100km,20888
2018,GMC,Terrain,90486 km,SUV,1.5L 4cyl,9 Speed Automatic,FWD,Brown,Black,5,5,Gas,9.2L/100km,7.9L/100km,22288
2018,GMC,Sierra,170000 km,Truck,6 Cylinder Engine,6 Speed Automatic,RWD,Summit White,Dark Grey,6,4,Gas,13.4L/100km,10.0L/100km,24900
2019,GMC,Terrain,37424 km,SUV,1.5,9 Speed Automatic,AWD,Ebony Twilight Metallic,Black,5,4,Gas,9.6L/100km,8.3L/100km,24995
2018,GMC,Terrain,62711 km,SUV,1.5L 4cyl,6 Speed Automatic,AWD,Red Quartz Tintcoat,Black,null,4,Gas,9.6L/100km,8.3L/100km,25990
2016,GMC,Canyon,113946 km,Truck,3.6L 6cyl,6 Speed Automatic,4x4,Grey,Black,5,4,Gas,13.6L/100km,9.9L/100km,28888
