Year,Make,Model,Kilometres,Body Type, Engine, Transmission, Drivetrain, Exterior Colour, Interior Colour, Passengers, Doors, Fuel Type, City, Highway,Price
2021,Jeep,Grand,16232 km,SUV,8cyl,8 Speed Automatic,4x4,Silver Zynith,Dark Grey,null,null,Regular Unleaded,null,null,65077
2022,Jeep,Wrangler,3710 km,SUV,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Automatic,4x4,Silver Zynith,Black,null,4,Gasoline Hybrid,11.6L/100km,11.9L/100km,68990
2021,Jeep,Grand,15454 km,SUV,6cyl,8 Speed Automatic,4x4,Diamond Black Crystal Pearl,Dark Grey,null,null,Regular Unleaded,13.0L/100km,9.4L/100km,69777
2023,Jeep,Grand,4995 km,SUV,5.7L V-8 engine,Automatic,4x4,Silver Zynith,null,null,null,Regular Unleaded,16.7L/100km,10.9L/100km,71995
2022,Jeep,Grand,11453 km,SUV,HEMI 5.7L V8 Multi Displacement VVT,8 Speed Automatic,4WD,Silver Zynith,Grey,null,null,Regular Unleaded,16.7L/100km,10.9L/100km,72895
2022,Jeep,Wagoneer,10147 km,SUV,5.7L V8,null,4x4,Bright White,Black,null,null,Gas,null,null,85888
2022,Jeep,Wagoneer,2066 km,SUV,V-8 cyl,8 Speed Automatic,4x4,Diamond Black Crystal Pearl,Dark Grey,null,null,Regular Unleaded,null,null,93997
2022,Jeep,Grand,14398 km,SUV,6.4L V8,8 Speed Automatic,4WD,Diamond Black Crystal Pearl,Black,null,null,Premium Unleaded,18.6L/100km,12.8L/100km,94888
2016,Jeep,Cherokee,123640 km,SUV,V6,Automatic,4x4,Brilliant Black Crystal Pearl,Black,null,null,Gas,12.2L/100km,9.0L/100km,22998
2022,Jeep,Wagoneer,15000 km,null,5.7,Automatic,4x4,Diamond Black Crystal Pearl,Dark Grey,null,4,Other,null,null,103888
2022,Jeep,Wrangler,6676 km,SUV,Premium Unleaded V-8 6.4 L/392,Automatic,4x4,Granite Crystal Metallic,Black,null,4,Gas,18.5L/100km,14.1L/100km,109900
2010,Jeep,WRANGLER,144964 km,SUV,V6 Cylinder Engine,6 Speed Manual,4x4,null,null,5,4,Gas,13.9L - 14.4L/100km,10.5L - 10.6L/100km,17695
